file_x,file_y,decision,distance_l2,distance_l2_scaled
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/920559651,2747788674_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/3733978316,1352675826_align.jpg",Yes,0.5359,-0.5359
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/1906739108,4067532620_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/1280437097,582990232_align.jpg",Yes,0.6675,-0.6675
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1811/3729665318,2419361801_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1811/1440504330,241755221_align.jpg",Yes,0.6613,-0.6613
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12245/4072840520,1719828715_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12245/1584919416,747451317_align.jpg",Yes,1.4935,-1.4935
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1500049554,982072445_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2603580590,3960493225_align.jpg",Yes,1.5183,-1.5183
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/1846311448,2969723966_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/3549841975,1410777372_align.jpg",Yes,0.934,-0.934
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9430/480678961,4157832610_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9430/1033792951,1661578186_align.jpg",Yes,0.6387,-0.6387
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13916/1606865628,2582305605_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13916/4182339932,2979722332_align.jpg",Yes,0.569,-0.569
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3179/1499396483,119790659_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3179/1136441564,321028811_align.jpg",Yes,0.5866,-0.5866
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5797/412594644,3501190300_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5797/2868046573,3758151866_align.jpg",Yes,1.2626,-1.2626
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4288152300,3183554767_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4227654667,278318795_align.jpg",Yes,0.776,-0.776
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/2922582884,3774403702_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/843173665,284989575_align.jpg",Yes,1.2011,-1.2011
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5235/3762854349,3555412174_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5235/1602567874,3540163592_align.jpg",Yes,1.3148,-1.3148
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/80499906,3869458990_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/1488899912,2450339510_align.jpg",Yes,0.945,-0.945
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1433701840,2625734497_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/3731478391,650389878_align.jpg",Yes,0.8724,-0.8724
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1775065823,281303975_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/182537725,27527356_align.jpg",Yes,1.2844,-1.2844
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/50/3104866749,1601257169_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/50/2222514870,2468320900_align.jpg",Yes,0.6183,-0.6183
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2530616404,1668109960_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1444834326,849619665_align.jpg",Yes,0.6893,-0.6893
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1669478970,2494407036_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/2217229332,3935755392_align.jpg",Yes,1.4362,-1.4362
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/1562967716,782217588_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/1586870632,452800238_align.jpg",Yes,0.8538,-0.8538
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/1232862799,917849402_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/21a4462309f790521dd4c1f509f3d7ca7acbd536.jpg_align.jpg,Yes,0.5769,-0.5769
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/3593558972,206174711_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/1915749509,1069227540_align.jpg",Yes,0.9201,-0.9201
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/334348939,1225802025_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/30794361,1548712518_align.jpg",Yes,0.5413,-0.5413
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13159/680075778,1046865240_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13159/215385378,1304799921_align.jpg",Yes,0.6462,-0.6462
