file_x,file_y,decision,distance_l2
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0012.jpg,Yes,1.3408
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0038.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0025.jpg,Yes,0.7164
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah_Gul/Abdullah_Gul_0014.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah_Gul/Abdullah_Gul_0007.jpg,Yes,0.6283
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ann_Veneman/Ann_Veneman_0003.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ann_Veneman/Ann_Veneman_0001.jpg,Yes,0.6335
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0011.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0001.jpg,Yes,0.6228
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0026.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0013.jpg,Yes,0.8375
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0041.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0020.jpg,Yes,1.4684
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Roddick/Andy_Roddick_0012.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Roddick/Andy_Roddick_0011.jpg,Yes,0.9739
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0037.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0014.jpg,Yes,0.6862
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0033.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0028.jpg,Yes,1.3291
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0041.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0025.jpg,Yes,1.2647
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0044.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0033.jpg,Yes,0.6281
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Sharpton/Al_Sharpton_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Sharpton/Al_Sharpton_0002.jpg,Yes,1.0567
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0010.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0038.jpg,Yes,0.7564
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0021.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0006.jpg,Yes,0.942
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0056.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0046.jpg,Yes,0.7897
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0047.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0015.jpg,Yes,1.4714
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0007.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0027.jpg,Yes,1.409
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelina_Jolie/Angelina_Jolie_0008.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelina_Jolie/Angelina_Jolie_0005.jpg,Yes,1.3074
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Sharpton/Al_Sharpton_0005.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Sharpton/Al_Sharpton_0003.jpg,Yes,0.5003
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0011.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0007.jpg,Yes,0.6469
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Augusto_Pinochet/Augusto_Pinochet_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Augusto_Pinochet/Augusto_Pinochet_0001.jpg,Yes,0.4423
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0019.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0015.jpg,Yes,1.2973
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Roddick/Andy_Roddick_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andy_Roddick/Andy_Roddick_0005.jpg,Yes,0.7113
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelina_Jolie/Angelina_Jolie_0011.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelina_Jolie/Angelina_Jolie_0016.jpg,Yes,0.9315
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0034.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0007.jpg,Yes,1.287
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0021.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0010.jpg,Yes,0.8174
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0032.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0020.jpg,Yes,0.8914
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0037.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0001.jpg,Yes,1.1123
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ana_Guevara/Ana_Guevara_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ana_Guevara/Ana_Guevara_0002.jpg,Yes,0.6835
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelina_Jolie/Angelina_Jolie_0014.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelina_Jolie/Angelina_Jolie_0001.jpg,Yes,0.8178
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0033.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0030.jpg,Yes,1.2819
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0025.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0002.jpg,Yes,1.3197
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0035.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0019.jpg,Yes,0.9855
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelina_Jolie/Angelina_Jolie_0014.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelina_Jolie/Angelina_Jolie_0008.jpg,Yes,0.9683
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0004.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0012.jpg,Yes,0.8788
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0026.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0011.jpg,Yes,0.8074
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah_Gul/Abdullah_Gul_0014.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah_Gul/Abdullah_Gul_0006.jpg,Yes,1.0715
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelina_Jolie/Angelina_Jolie_0014.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelina_Jolie/Angelina_Jolie_0006.jpg,Yes,0.6736
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Gore/Al_Gore_0005.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Al_Gore/Al_Gore_0001.jpg,Yes,0.9993
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0046.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0012.jpg,Yes,0.7674
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0076.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0060.jpg,Yes,0.78
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0001.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0013.jpg,Yes,0.6613
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0021.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0015.jpg,Yes,1.2907
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amelie_Mauresmo/Amelie_Mauresmo_0021.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Amelie_Mauresmo/Amelie_Mauresmo_0009.jpg,Yes,1.2273
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0017.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0012.jpg,Yes,1.1717
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0007.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0006.jpg,Yes,0.696
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0077.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0057.jpg,Yes,0.7203
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0007.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0043.jpg,Yes,0.6635
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0076.jpg,Yes,0.6288
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0021.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0017.jpg,Yes,1.4123
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0029.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0007.jpg,Yes,0.5881
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0064.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0067.jpg,Yes,0.7465
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0015.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0021.jpg,Yes,1.3571
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0031.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0015.jpg,Yes,0.9314
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0011.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0001.jpg,Yes,1.3629
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0006.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0045.jpg,Yes,0.6578
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0028.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0022.jpg,Yes,1.4748
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0068.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0013.jpg,Yes,0.7431
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0036.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0025.jpg,Yes,0.8659
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0036.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0009.jpg,Yes,0.6688
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0019.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0011.jpg,Yes,1.2524
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0005.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0061.jpg,Yes,0.7396
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0060.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0030.jpg,Yes,0.6207
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah_Gul/Abdullah_Gul_0013.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Abdullah_Gul/Abdullah_Gul_0006.jpg,Yes,1.2008
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0002.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0018.jpg,Yes,0.7687
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0006.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0032.jpg,Yes,0.7533
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0024.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0016.jpg,Yes,0.7532
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0036.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0025.jpg,Yes,1.0992
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0007.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0063.jpg,Yes,0.5881
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0070.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0017.jpg,Yes,1.4811
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0010.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0006.jpg,Yes,0.9234
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0064.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0052.jpg,Yes,0.812
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0041.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0015.jpg,Yes,1.3491
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0033.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0016.jpg,Yes,0.7185
/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelina_Jolie/Angelina_Jolie_0013.jpg,/content/drive/My Drive/main_proj/라젠/deepface/tests/lfw_funneled_samples/Angelina_Jolie/Angelina_Jolie_0006.jpg,Yes,0.7071
